#
# Cauchy(CL)=5e-8 for N=250 is guaranteed:
# y+ = 1 everywhere:
#
0.10     0.021909     0.587797
0.15     0.020394     0.590746
0.20     0.019449     0.595453
0.25     0.018805     0.600830
0.30     0.018344     0.607958
0.35     0.018025     0.617036
0.40     0.017785     0.628661
0.45     0.017660     0.643052
0.50     0.017627     0.661066
0.55     0.017696     0.683974
0.60     0.017900     0.713137
0.65     0.018274     0.752490
0.70     0.019052     0.807660
0.75     0.022135     0.907987
0.80     0.048929     1.174753
0.85     0.085128     0.758425
0.90     0.191608     0.784001
0.95     0.219948     0.712434
1.00     0.210917     0.669018
1.05     0.203282     0.636567
1.10     0.196906     0.623735
1.15     0.192537     0.589698
1.20     0.188733     0.549601
1.25     0.184987     0.509928
1.30     0.181178     0.473458
1.35     0.177266     0.441672
1.40     0.173365     0.414033
1.45     0.169452     0.389523
#
# No guaranteed accuracy below, but we still expect errors < 1e-3,
# likely of the order of 1e-4:
#
1.50     0.165846     0.367950
1.55     0.162128     0.349084
1.60     0.158473     0.332122
1.65     0.154936     0.316880
1.70     0.151767     0.303217
1.75     0.149082     0.290829
1.80     0.145933     0.279598
1.85     0.143225     0.269312
1.90     0.140655     0.259839
1.95     0.138200     0.251283
2.00     0.135810     0.243329
2.05     0.133558     0.235899
2.10     0.131274     0.228980
2.15     0.129391     0.222462
2.20     0.127457     0.216456
2.25     0.125627     0.210817
2.30     0.123909     0.205446
2.35     0.122252     0.200407
2.40     0.120659     0.195692
2.45     0.119123     0.191240
2.50     0.117673     0.187017
2.55     0.116306     0.182993
2.60     0.115002     0.179157
2.65     0.113748     0.175521
2.70     0.112545     0.172035
2.75     0.111394     0.168783
2.80     0.110270     0.165676
2.85     0.109246     0.162574
2.90     0.108219     0.159736
2.95     0.107258     0.156987
3.00     0.106344     0.154331
