#
# Cauchy(CL)=5e-8 for N=250 is guaranteed:
# y+ = 1:
#
0.10     0.024870     1.158047
0.15     0.023521     1.165324
0.20     0.022818     1.174544
0.25     0.022454     1.185528
0.30     0.022303     1.199935
0.35     0.022351     1.218192
0.40     0.022511     1.241430
0.45     0.023782     1.246450
0.50     0.026476     1.207826
0.55     0.030963     1.206781
0.60     0.039442     1.293570
0.65     0.052916     1.423031
0.70     0.077454     1.615662
0.75     0.123775     1.823409
0.80     0.147646     1.466232
0.85     0.220305     1.422291
0.90     0.337190     1.487347
0.95     0.317105     1.345352
1.00     0.302686     1.269306
1.05     0.290906     1.210272
1.10     0.281861     1.177346
1.15     0.274722     1.137980
1.20     0.267040     1.075642
1.25     0.259576     1.010103
1.30     0.252088     0.945014
1.35     0.244652     0.884981
1.40     0.237327     0.830967
1.45     0.230192     0.782444
1.50     0.223347     0.738675
1.55     0.217135     0.700327
1.60     0.211087     0.666364
1.65     0.205330     0.635755
1.70     0.199944     0.608015
1.75     0.195134     0.583102
1.80     0.190501     0.560396
1.85     0.186213     0.539688
1.90     0.182193     0.520694
#
# Cauchy(CL)=5e-8 for N=250 is guaranteed:
# y+ = 10:
#
1.95     0.177498     0.503731
2.00     0.174050     0.487607
2.05     0.170744     0.472748
2.10     0.167649     0.459024
2.15     0.164669     0.446070
2.20     0.161752     0.433915
2.25     0.159113     0.422608
2.30     0.156586     0.411985
2.35     0.154201     0.401917
2.40     0.151944     0.392446
2.45     0.149793     0.383514
2.50     0.147751     0.375122
2.55     0.145778     0.367175
2.60     0.143908     0.359531
2.65     0.142133     0.352267
2.70     0.140437     0.345386
2.75     0.138812     0.338826
2.80     0.137257     0.332620
2.85     0.135767     0.326693
2.90     0.134330     0.321017
2.95     0.132946     0.315579
3.00     0.131624     0.310384


