0.10     0.021259     0.294908
0.15     0.019691     0.296348
0.20     0.018680     0.298670
0.25     0.017962     0.301348
0.30     0.017422     0.304896
0.35     0.017014     0.309437
0.40     0.016685     0.315223
0.45     0.016448     0.322408
0.50     0.016284     0.331235
0.55     0.016192     0.342434
0.60     0.016185     0.356696
0.65     0.016274     0.375466
0.70     0.016504     0.401560
0.75     0.016975     0.441566
0.80     0.018416     0.530402
0.85     0.044432     0.434434
0.90     0.149278     0.395965
0.95     0.194486     0.362657
1.00     0.186975     0.339871
1.05     0.180459     0.323119
1.10     0.174652     0.317107
1.15     0.171438     0.297248
1.20     0.168786     0.275809
1.25     0.166135     0.255145
1.30     0.163372     0.236588
1.35     0.160441     0.220574
1.40     0.157444     0.206748
1.45     0.154355     0.194487
1.50     0.149581     0.183979
1.55     0.146668     0.174603
1.60     0.143818     0.166081
1.65     0.141103     0.158459
1.70     0.138504     0.151656
1.75     0.136051     0.145459
1.80     0.133719     0.139863
1.85     0.131461     0.134707
1.90     0.129336     0.129999
1.95     0.127317     0.125636
2.00     0.125414     0.121577
2.05     0.123475     0.117974
2.10     0.121668     0.114478
2.15     0.119943     0.111245
2.20     0.118223     0.108209
2.25     0.116655     0.105382
2.30     0.115155     0.102709
2.35     0.113749     0.100182
2.40     0.112394     0.097810
2.45     0.111096     0.095574
2.50     0.109842     0.093472
2.55     0.108627     0.091446
2.60     0.107497     0.089514
2.65     0.106415     0.087698
2.70     0.105369     0.085970
2.75     0.104357     0.084328
2.80     0.103403     0.082733
2.85     0.102466     0.081238
2.90     0.101580     0.079824
2.95     0.100712     0.078460
3.00     0.099870     0.077144
