0.10     0.023070     0.876435
0.15     0.021634     0.881065
0.20     0.020795     0.888290
0.25     0.020270     0.896440
0.30     0.019938     0.907212
0.35     0.019769     0.920924
0.40     0.019680     0.938581
0.45     0.019747     0.960433
0.50     0.019951     0.987871
0.55     0.020566     1.013506
0.60     0.022212     1.032750
0.65     0.025955     1.099295
0.70     0.034048     1.216275
0.75     0.058362     1.453117
# Extrapolated (full convergence not achieved):
0.80     0.098735     1.420918
#
0.85     0.147094     1.104948
0.90     0.257836     1.153480
0.95     0.261278     1.041139
1.00     0.249887     0.980050
1.05     0.240470     0.933454
1.10     0.233046     0.911579
1.15     0.227241     0.871708
1.20     0.221674     0.817844
1.25     0.216265     0.762736
1.30     0.210817     0.710231
1.35     0.205369     0.663382
1.40     0.199997     0.622192
1.45     0.194681     0.585464
1.50     0.187935     0.553404
1.55     0.183278     0.524817
1.60     0.178800     0.499389
1.65     0.174514     0.476403
1.70     0.170540     0.455761
1.75     0.166814     0.437075
1.80     0.163316     0.420153
1.85     0.160009     0.404660
1.90     0.156917     0.390472
1.95     0.154022     0.377384
2.00     0.151265     0.365263
2.05     0.148657     0.354319
2.10     0.146122     0.343892
2.15     0.143738     0.334170
2.20     0.141387     0.325052
2.25     0.139240     0.316575
2.30     0.137188     0.308590
2.35     0.135264     0.301031
2.40     0.133419     0.293887
2.45     0.131677     0.287211
2.50     0.129995     0.280905
2.55     0.128367     0.274883
2.60     0.126844     0.269150
2.65     0.125388     0.263676
2.70     0.124001     0.258498
2.75     0.122676     0.253595
2.80     0.121394     0.248921
2.85     0.120152     0.244419
2.90     0.118971     0.240146
2.95     0.117835     0.236065
3.00     0.116748     0.232162
